Customer ID,Age,Age Range,Gender,Item Purchased,Category,Purchase Amount (USD),Previous Purchases,Total Purchases,Location,Size,Color,Season,Review Rating,Review Ratings,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchase,Preferred Payment Method,Frequency of Purchases
627,31,25 - 34,Male,Sunglasses,Accessories,$79 ,10,$790 ,New Hampshire,M,Indigo,Spring,3.9,3,Yes,Credit Card,Standard,Yes,Yes,Below 20 Purchases,Venmo,Annually
628,42,35 - 44,Male,Sandals,Footwear,$44 ,24,"$1,056 ",Oregon,L,Black,Winter,4.1,4,Yes,Venmo,Express,Yes,Yes,Below 30 Purchases,PayPal,Monthly
629,69,55+,Male,Sweater,Clothing,$85 ,29,"$2,465 ",Massachusetts,M,White,Fall,3.7,3,Yes,Venmo,2-Day Shipping,Yes,Yes,Below 30 Purchases,Credit Card,Monthly
630,26,25 - 34,Male,Shoes,Footwear,$90 ,11,$990 ,Vermont,L,Beige,Spring,4.7,4,Yes,Bank Transfer,Standard,Yes,Yes,Below 20 Purchases,Debit Card,Annually
631,41,35 - 44,Male,Jewelry,Accessories,$94 ,33,"$3,102 ",Mississippi,S,Silver,Fall,4.3,4,Yes,Cash,2-Day Shipping,Yes,Yes,Below 40 Purchases,Debit Card,Annually
632,55,55+,Male,Boots,Footwear,$68 ,27,"$1,836 ",Washington,S,Violet,Summer,4.1,4,Yes,Venmo,Store Pickup,Yes,Yes,Below 30 Purchases,Cash,Fortnightly
633,35,35 - 44,Male,Backpack,Accessories,$51 ,19,$969 ,Wyoming,M,Red,Winter,3.9,3,Yes,Venmo,Next Day Air,Yes,Yes,Below 20 Purchases,Venmo,Fortnightly
634,66,55+,Male,Sandals,Footwear,$33 ,50,"$1,650 ",Minnesota,M,Orange,Spring,2.9,2,Yes,Bank Transfer,Express,Yes,Yes,Over 50 Purchases,Debit Card,Quarterly
635,36,35 - 44,Male,Sneakers,Footwear,$60 ,46,"$2,760 ",Ohio,M,Teal,Summer,3.9,3,Yes,Bank Transfer,Standard,Yes,Yes,Below 50 Purchases,PayPal,Weekly
636,27,25 - 34,Male,Hoodie,Clothing,$59 ,28,"$1,652 ",South Carolina,M,Brown,Fall,4.3,4,Yes,PayPal,2-Day Shipping,Yes,Yes,Below 30 Purchases,Cash,Quarterly
637,41,35 - 44,Male,Handbag,Accessories,$30 ,14,$420 ,Wisconsin,M,Indigo,Summer,2.8,2,Yes,Cash,Store Pickup,Yes,Yes,Below 20 Purchases,Bank Transfer,Quarterly
638,21,18 - 24,Male,Sweater,Clothing,$20 ,46,$920 ,Tennessee,M,Cyan,Winter,3.4,3,Yes,Cash,2-Day Shipping,Yes,Yes,Below 50 Purchases,Cash,Fortnightly
639,53,45 - 54,Male,Sandals,Footwear,$20 ,41,$820 ,Maryland,S,Blue,Summer,2.7,2,Yes,Venmo,Express,Yes,Yes,Below 50 Purchases,PayPal,Monthly
640,54,45 - 54,Male,Dress,Clothing,$24 ,50,"$1,200 ",Mississippi,L,Olive,Spring,4,4,Yes,Credit Card,2-Day Shipping,Yes,Yes,Over 50 Purchases,Credit Card,Annually
641,53,45 - 54,Male,Skirt,Clothing,$88 ,28,"$2,464 ",Minnesota,M,Gray,Summer,4.4,4,Yes,Debit Card,Store Pickup,Yes,Yes,Below 30 Purchases,Debit Card,Fortnightly
642,47,45 - 54,Male,Blouse,Clothing,$78 ,23,"$1,794 ",Alaska,M,Red,Winter,3.9,3,Yes,Venmo,2-Day Shipping,Yes,Yes,Below 30 Purchases,Credit Card,Quarterly
643,64,55+,Male,Skirt,Clothing,$25 ,14,$350 ,Arkansas,L,Red,Spring,2.8,2,Yes,Credit Card,2-Day Shipping,Yes,Yes,Below 20 Purchases,Debit Card,Bi-Weekly
644,18,18 - 24,Male,Sweater,Clothing,$57 ,10,$570 ,Oregon,XL,Green,Winter,3.2,3,Yes,Venmo,Next Day Air,Yes,Yes,Below 20 Purchases,Bank Transfer,Quarterly
645,68,55+,Male,Backpack,Accessories,$93 ,37,"$3,441 ",Louisiana,S,Blue,Summer,4.3,4,Yes,Venmo,Next Day Air,Yes,Yes,Below 40 Purchases,Cash,Weekly
646,62,55+,Male,Hoodie,Clothing,$42 ,15,$630 ,Oklahoma,S,Purple,Summer,4.2,4,Yes,Credit Card,Express,Yes,Yes,Below 20 Purchases,Venmo,Bi-Weekly
647,51,45 - 54,Male,Boots,Footwear,$54 ,19,"$1,026 ",Indiana,XL,Pink,Spring,4.9,4,Yes,Debit Card,Standard,Yes,Yes,Below 20 Purchases,Venmo,Bi-Weekly
648,54,45 - 54,Male,Blouse,Clothing,$70 ,23,"$1,610 ",Mississippi,XL,Charcoal,Summer,3.7,3,Yes,Bank Transfer,Express,Yes,Yes,Below 30 Purchases,Credit Card,Fortnightly
649,22,18 - 24,Male,Hoodie,Clothing,$31 ,35,"$1,085 ",Michigan,M,Brown,Winter,4.1,4,Yes,Bank Transfer,Store Pickup,Yes,Yes,Below 40 Purchases,Credit Card,Weekly
650,53,45 - 54,Male,Pants,Clothing,$93 ,33,"$3,069 ",Delaware,L,Orange,Spring,4.2,4,Yes,Credit Card,Store Pickup,Yes,Yes,Below 40 Purchases,PayPal,Quarterly
651,34,25 - 34,Male,Gloves,Accessories,$40 ,12,$480 ,Florida,M,Magenta,Spring,3.9,3,Yes,Venmo,Next Day Air,Yes,Yes,Below 20 Purchases,Bank Transfer,Annually
652,32,25 - 34,Male,Hat,Accessories,$32 ,41,"$1,312 ",Arkansas,L,Yellow,Summer,2.9,2,Yes,PayPal,Next Day Air,Yes,Yes,Below 50 Purchases,Venmo,Fortnightly
653,64,55+,Male,Sunglasses,Accessories,$27 ,27,$729 ,Minnesota,M,Beige,Winter,3.1,3,Yes,PayPal,Free Shipping,Yes,Yes,Below 30 Purchases,Venmo,Weekly
654,20,18 - 24,Male,Scarf,Accessories,$68 ,45,"$3,060 ",North Dakota,M,Olive,Winter,3.6,3,Yes,Credit Card,2-Day Shipping,Yes,Yes,Below 50 Purchases,Cash,Fortnightly
655,24,18 - 24,Male,Handbag,Accessories,$59 ,23,"$1,357 ",California,L,Gray,Summer,4.4,4,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,Below 30 Purchases,Venmo,Annually
656,20,18 - 24,Male,Handbag,Accessories,$36 ,19,$684 ,Mississippi,S,Purple,Fall,3.1,3,Yes,Debit Card,Free Shipping,Yes,Yes,Below 20 Purchases,Venmo,Monthly
657,42,35 - 44,Male,Jeans,Clothing,$23 ,6,$138 ,Pennsylvania,M,Beige,Summer,3.9,3,Yes,Debit Card,Standard,Yes,Yes,Below 10 Puchases,PayPal,Quarterly
658,48,45 - 54,Male,Jacket,Outerwear,$80 ,6,$480 ,Arizona,M,White,Winter,4.3,4,Yes,PayPal,Free Shipping,Yes,Yes,Below 10 Puchases,PayPal,Quarterly
659,62,55+,Male,Backpack,Accessories,$37 ,20,$740 ,Louisiana,S,White,Fall,4.9,4,Yes,Debit Card,Store Pickup,Yes,Yes,Below 30 Purchases,Venmo,Weekly
660,62,55+,Male,Shorts,Clothing,$52 ,8,$416 ,Virginia,S,Gold,Spring,3.6,3,Yes,Debit Card,2-Day Shipping,Yes,Yes,Below 10 Puchases,Cash,Weekly
661,50,45 - 54,Male,Coat,Outerwear,$79 ,39,"$3,081 ",Montana,M,Olive,Fall,5,5,Yes,Debit Card,2-Day Shipping,Yes,Yes,Below 40 Purchases,Credit Card,Quarterly
662,57,55+,Male,Shirt,Clothing,$68 ,39,"$2,652 ",Iowa,XL,Green,Fall,4.1,4,Yes,Cash,Store Pickup,Yes,Yes,Below 40 Purchases,Credit Card,Quarterly
663,24,18 - 24,Male,Gloves,Accessories,$98 ,39,"$3,822 ",Illinois,L,Magenta,Fall,2.8,2,Yes,Debit Card,Express,Yes,Yes,Below 40 Purchases,Venmo,Bi-Weekly
664,59,55+,Male,Dress,Clothing,$83 ,23,"$1,909 ",Alaska,M,Charcoal,Fall,4.7,4,Yes,Cash,Express,Yes,Yes,Below 30 Purchases,Credit Card,Monthly
665,63,55+,Male,Pants,Clothing,$83 ,41,"$3,403 ",Colorado,M,Indigo,Winter,4.4,4,Yes,Cash,Express,Yes,Yes,Below 50 Purchases,PayPal,Bi-Weekly
666,41,35 - 44,Male,Pants,Clothing,$55 ,50,"$2,750 ",New Mexico,M,Peach,Spring,4.9,4,Yes,Cash,2-Day Shipping,Yes,Yes,Over 50 Purchases,Credit Card,Annually
667,35,35 - 44,Male,Hoodie,Clothing,$26 ,30,$780 ,Colorado,L,Turquoise,Winter,3.1,3,Yes,Cash,Free Shipping,Yes,Yes,Below 40 Purchases,Debit Card,Quarterly
668,34,25 - 34,Male,Sunglasses,Accessories,$76 ,32,"$2,432 ",Arizona,S,Blue,Winter,2.6,2,Yes,Debit Card,Standard,Yes,Yes,Below 40 Purchases,Bank Transfer,Quarterly
669,49,45 - 54,Male,T-shirt,Clothing,$85 ,35,"$2,975 ",Hawaii,S,Turquoise,Fall,2.9,2,Yes,Credit Card,Express,Yes,Yes,Below 40 Purchases,Bank Transfer,Monthly
670,43,35 - 44,Male,Jacket,Outerwear,$89 ,45,"$4,005 ",Illinois,M,Gray,Spring,3.3,3,Yes,PayPal,Free Shipping,Yes,Yes,Below 50 Purchases,Venmo,Bi-Weekly
671,63,55+,Male,Sweater,Clothing,$41 ,37,"$1,517 ",Louisiana,XL,Purple,Spring,4.8,4,Yes,Credit Card,Next Day Air,Yes,Yes,Below 40 Purchases,Cash,Bi-Weekly
672,38,35 - 44,Male,Jacket,Outerwear,$30 ,45,"$1,350 ",Iowa,L,Black,Winter,4.7,4,Yes,PayPal,Express,Yes,Yes,Below 50 Purchases,Cash,Weekly
673,59,55+,Male,Socks,Clothing,$53 ,29,"$1,537 ",Washington,M,Peach,Winter,3.3,3,Yes,Cash,2-Day Shipping,Yes,Yes,Below 30 Purchases,Cash,Quarterly
674,35,35 - 44,Male,Shirt,Clothing,$66 ,27,"$1,782 ",Oklahoma,M,Indigo,Spring,4.2,4,Yes,Cash,Free Shipping,Yes,Yes,Below 30 Purchases,Venmo,Bi-Weekly
675,48,45 - 54,Male,Jewelry,Accessories,$33 ,36,"$1,188 ",Washington,XL,Beige,Winter,4.7,4,Yes,Venmo,Store Pickup,Yes,Yes,Below 40 Purchases,Bank Transfer,Annually
676,64,55+,Male,Sunglasses,Accessories,$86 ,9,$774 ,Arkansas,M,Yellow,Spring,2.6,2,Yes,Credit Card,2-Day Shipping,Yes,Yes,Below 10 Puchases,Cash,Annually
677,28,25 - 34,Male,Pants,Clothing,$60 ,38,"$2,280 ",Connecticut,M,Peach,Winter,2.9,2,Yes,Debit Card,2-Day Shipping,Yes,Yes,Below 40 Purchases,Venmo,Bi-Weekly
678,60,55+,Male,Socks,Clothing,62,41,"$2,542 ",Washington,S,Turquoise,Summer,2.7,2,Yes,PayPal,Express,Yes,Yes,Below 50 Purchases,PayPal,Annually
679,27,25 - 34,Male,Blouse,Clothing,$74 ,25,"$1,850 ",Maine,M,Teal,Fall,3.3,3,Yes,Credit Card,Store Pickup,Yes,Yes,Below 30 Purchases,Debit Card,Quarterly
680,56,55+,Male,Sandals,Footwear,$95 ,37,"$3,515 ",Michigan,M,Turquoise,Fall,3.4,3,Yes,PayPal,Express,Yes,Yes,Below 40 Purchases,Venmo,Fortnightly
681,58,55+,Male,Sneakers,Footwear,$25 ,3,$75 ,Tennessee,M,Magenta,Spring,4.2,4,Yes,Venmo,Express,Yes,Yes,Below 10 Puchases,PayPal,Annually
682,30,25 - 34,Male,Shirt,Clothing,$59 ,24,"$1,416 ",Louisiana,XL,Purple,Winter,3.8,3,Yes,PayPal,2-Day Shipping,Yes,Yes,Below 30 Purchases,Credit Card,Quarterly
683,23,18 - 24,Male,Jacket,Outerwear,$29 ,49,"$1,421 ",Missouri,M,Brown,Summer,4,4,Yes,Debit Card,Standard,Yes,Yes,Below 50 Purchases,Credit Card,Bi-Weekly
684,33,25 - 34,Male,Sandals,Footwear,$36 ,3,$108 ,Michigan,S,Violet,Winter,2.7,2,Yes,Venmo,Free Shipping,Yes,Yes,Below 10 Puchases,Bank Transfer,Monthly
685,63,55+,Male,Hat,Accessories,$82 ,42,"$3,444 ",Alabama,M,Yellow,Summer,4.7,4,Yes,Bank Transfer,Express,Yes,Yes,Below 50 Purchases,Debit Card,Monthly
686,70,55+,Male,Blouse,Clothing,$71 ,32,"$2,272 ",Massachusetts,XL,Magenta,Winter,3.5,3,Yes,Credit Card,Standard,Yes,Yes,Below 40 Purchases,Cash,Fortnightly
687,70,55+,Male,Sweater,Clothing,$35 ,33,"$1,155 ",Indiana,L,Beige,Fall,3,3,Yes,PayPal,2-Day Shipping,Yes,Yes,Below 40 Purchases,Venmo,Fortnightly
688,19,18 - 24,Male,Gloves,Accessories,$38 ,46,"$1,748 ",West Virginia,XL,Turquoise,Winter,3.3,3,Yes,Cash,Free Shipping,Yes,Yes,Below 50 Purchases,Bank Transfer,Quarterly
689,25,25 - 34,Male,Scarf,Accessories,$59 ,44,"$2,596 ",Michigan,S,Peach,Summer,4.7,4,Yes,Cash,Store Pickup,Yes,Yes,Below 50 Purchases,Venmo,Monthly
690,19,18 - 24,Male,Hoodie,Clothing,$91 ,35,"$3,185 ",Pennsylvania,M,Orange,Summer,4.7,4,Yes,Cash,Express,Yes,Yes,Below 40 Purchases,Credit Card,Quarterly
691,25,25 - 34,Male,Shorts,Clothing,$68 ,45,"$3,060 ",Alaska,XL,Red,Spring,4.8,4,Yes,Bank Transfer,Standard,Yes,Yes,Below 50 Purchases,Bank Transfer,Weekly
692,60,55+,Male,Backpack,Accessories,21,37,$777 ,Massachusetts,L,Silver,Summer,2.9,2,Yes,Credit Card,Standard,Yes,Yes,Below 40 Purchases,PayPal,Bi-Weekly
693,35,35 - 44,Male,Sunglasses,Accessories,$95 ,40,"$3,800 ",North Dakota,M,Cyan,Spring,4,4,Yes,Venmo,2-Day Shipping,Yes,Yes,Below 50 Purchases,Debit Card,Quarterly
694,46,45 - 54,Male,Shorts,Clothing,$52 ,30,"$1,560 ",Vermont,L,Turquoise,Spring,3.1,3,Yes,Credit Card,Free Shipping,Yes,Yes,Below 40 Purchases,Cash,Quarterly
695,41,35 - 44,Male,Dress,Clothing,$21 ,38,$798 ,Kentucky,S,Charcoal,Fall,3.5,3,Yes,Venmo,2-Day Shipping,Yes,Yes,Below 40 Purchases,Venmo,Quarterly
696,30,25 - 34,Male,Shorts,Clothing,$67 ,15,"$1,005 ",Nevada,XL,Peach,Summer,3.7,3,Yes,Bank Transfer,Next Day Air,Yes,Yes,Below 20 Purchases,Debit Card,Quarterly
697,44,35 - 44,Male,Belt,Accessories,$42 ,49,"$2,058 ",Utah,L,Green,Fall,2.8,2,Yes,Bank Transfer,Standard,Yes,Yes,Below 50 Purchases,Cash,Monthly
698,61,55+,Male,Scarf,Accessories,$63 ,40,"$2,520 ",North Dakota,XL,Brown,Summer,4.6,4,Yes,Bank Transfer,Free Shipping,Yes,Yes,Below 50 Purchases,Debit Card,Quarterly
699,55,55+,Male,Boots,Footwear,$41 ,40,"$1,640 ",Iowa,M,Yellow,Winter,3.8,3,Yes,PayPal,Standard,Yes,Yes,Below 50 Purchases,Debit Card,Weekly
700,50,45 - 54,Male,Handbag,Accessories,$46 ,5,$230 ,Connecticut,M,Charcoal,Fall,2.6,2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,Below 10 Puchases,PayPal,Weekly
701,57,55+,Male,Pants,Clothing,$79 ,5,$395 ,Wisconsin,L,Olive,Winter,4.1,4,Yes,Venmo,Standard,Yes,Yes,Below 10 Puchases,PayPal,Monthly
702,51,45 - 54,Male,Boots,Footwear,$90 ,5,$450 ,Idaho,L,Red,Fall,3.3,3,Yes,Cash,Next Day Air,Yes,Yes,Below 10 Puchases,Debit Card,Quarterly
703,18,18 - 24,Male,Shirt,Clothing,$71 ,1,$71 ,Montana,M,White,Winter,3.4,3,Yes,Bank Transfer,Store Pickup,Yes,Yes,Below 10 Puchases,Cash,Weekly
704,63,55+,Male,Dress,Clothing,$87 ,21,"$1,827 ",Connecticut,L,Pink,Summer,3,3,Yes,Debit Card,Standard,Yes,Yes,Below 30 Purchases,Venmo,Weekly
705,34,25 - 34,Male,Hoodie,Clothing,$66 ,18,"$1,188 ",Idaho,S,Black,Spring,3.2,3,Yes,Venmo,Express,Yes,Yes,Below 20 Purchases,PayPal,Annually
706,25,25 - 34,Male,Pants,Clothing,$90 ,49,"$4,410 ",Arkansas,XL,Indigo,Summer,4.5,4,Yes,PayPal,Free Shipping,Yes,Yes,Below 50 Purchases,Cash,Quarterly
707,46,45 - 54,Male,Jeans,Clothing,$47 ,27,"$1,269 ",Iowa,L,Turquoise,Summer,4.8,4,Yes,Venmo,Express,Yes,Yes,Below 30 Purchases,Debit Card,Weekly
708,59,55+,Male,Shirt,Clothing,$38 ,21,$798 ,Louisiana,L,Purple,Spring,3.7,3,Yes,Debit Card,Next Day Air,Yes,Yes,Below 30 Purchases,Venmo,Annually
709,37,35 - 44,Male,Backpack,Accessories,$50 ,19,$950 ,Kentucky,L,Beige,Summer,3.4,3,Yes,Cash,Store Pickup,Yes,Yes,Below 20 Purchases,Cash,Fortnightly
710,49,45 - 54,Male,Jacket,Outerwear,$79 ,23,"$1,817 ",Massachusetts,L,Charcoal,Summer,4.6,4,Yes,Debit Card,Standard,Yes,Yes,Below 30 Purchases,Debit Card,Monthly
711,22,18 - 24,Male,Scarf,Accessories,$91 ,26,"$2,366 ",Virginia,L,Turquoise,Spring,4.1,4,Yes,Bank Transfer,Standard,Yes,Yes,Below 30 Purchases,PayPal,Fortnightly
712,64,55+,Male,Boots,Footwear,$60 ,13,$780 ,New Hampshire,M,Maroon,Spring,3.5,3,Yes,PayPal,2-Day Shipping,Yes,Yes,Below 20 Purchases,Bank Transfer,Bi-Weekly
713,42,35 - 44,Male,Blouse,Clothing,$81 ,36,"$2,916 ",New Hampshire,XL,Black,Summer,3.8,3,Yes,Credit Card,Next Day Air,Yes,Yes,Below 40 Purchases,Bank Transfer,Quarterly
714,37,35 - 44,Male,Hoodie,Clothing,$90 ,39,"$3,510 ",Oregon,M,Lavender,Summer,2.6,2,Yes,Bank Transfer,Express,Yes,Yes,Below 40 Purchases,Bank Transfer,Bi-Weekly
715,26,25 - 34,Male,Jacket,Outerwear,$70 ,40,"$2,800 ",South Dakota,M,Magenta,Fall,4.4,4,Yes,Venmo,Store Pickup,Yes,Yes,Below 50 Purchases,Debit Card,Fortnightly
716,33,25 - 34,Male,Jeans,Clothing,$63 ,37,"$2,331 ",Delaware,L,Green,Spring,2.6,2,Yes,Venmo,Express,Yes,Yes,Below 40 Purchases,Debit Card,Quarterly
717,30,25 - 34,Male,Jewelry,Accessories,$29 ,9,$261 ,Missouri,M,Olive,Spring,3.6,3,Yes,PayPal,Express,Yes,Yes,Below 10 Puchases,Venmo,Bi-Weekly
718,21,18 - 24,Male,Socks,Clothing,$90 ,7,$630 ,Alaska,L,Green,Spring,4.2,4,Yes,Debit Card,Express,Yes,Yes,Below 10 Puchases,Venmo,Quarterly
719,22,18 - 24,Male,Shirt,Clothing,$22 ,25,$550 ,Florida,M,Peach,Summer,4.6,4,Yes,Bank Transfer,Standard,Yes,Yes,Below 30 Purchases,Bank Transfer,Annually
720,63,55+,Male,Shorts,Clothing,$22 ,42,$924 ,Mississippi,L,Turquoise,Summer,3.3,3,Yes,Venmo,Next Day Air,Yes,Yes,Below 50 Purchases,Venmo,Bi-Weekly
721,33,25 - 34,Male,Jewelry,Accessories,$62 ,19,"$1,178 ",New Mexico,L,Orange,Fall,3.4,3,Yes,Bank Transfer,Free Shipping,Yes,Yes,Below 20 Purchases,Debit Card,Weekly
722,43,35 - 44,Male,Blouse,Clothing,$57 ,41,"$2,337 ",California,L,Silver,Summer,4.4,4,Yes,Debit Card,Next Day Air,Yes,Yes,Below 50 Purchases,Debit Card,Quarterly
723,27,25 - 34,Male,Sweater,Clothing,$32 ,50,"$1,600 ",Wyoming,S,Blue,Summer,4.3,4,Yes,PayPal,Store Pickup,Yes,Yes,Over 50 Purchases,Cash,Bi-Weekly
724,35,35 - 44,Male,Jewelry,Accessories,$53 ,43,"$2,279 ",Missouri,L,Cyan,Fall,3.5,3,Yes,Cash,Express,Yes,Yes,Below 50 Purchases,PayPal,Monthly
725,37,35 - 44,Male,T-shirt,Clothing,$79 ,36,"$2,844 ",New Hampshire,XL,Green,Fall,4.7,4,Yes,Cash,Store Pickup,Yes,Yes,Below 40 Purchases,Venmo,Quarterly
726,61,55+,Male,Hat,Accessories,$61 ,33,"$2,013 ",Texas,L,Silver,Winter,3.1,3,Yes,Cash,Standard,Yes,Yes,Below 40 Purchases,Debit Card,Fortnightly
727,32,25 - 34,Male,Shorts,Clothing,$78 ,20,"$1,560 ",North Dakota,L,Yellow,Summer,3.6,3,Yes,PayPal,Next Day Air,Yes,Yes,Below 30 Purchases,Bank Transfer,Quarterly
728,62,55+,Male,Sweater,Clothing,$97 ,37,"$3,589 ",Arkansas,S,Gray,Winter,4.8,4,Yes,Credit Card,Next Day Air,Yes,Yes,Below 40 Purchases,Venmo,Quarterly
729,29,25 - 34,Male,Jeans,Clothing,$78 ,12,$936 ,Nebraska,M,Pink,Winter,3.7,3,Yes,Debit Card,Next Day Air,Yes,Yes,Below 20 Purchases,PayPal,Quarterly
730,41,35 - 44,Male,Sunglasses,Accessories,$56 ,46,"$2,576 ",Minnesota,L,Beige,Summer,3.2,3,Yes,Venmo,Express,Yes,Yes,Below 50 Purchases,PayPal,Quarterly
731,48,45 - 54,Male,Boots,Footwear,$25 ,28,$700 ,Massachusetts,M,Indigo,Summer,3.9,3,Yes,Venmo,Standard,Yes,Yes,Below 30 Purchases,Venmo,Fortnightly
732,43,35 - 44,Male,Coat,Outerwear,$28 ,30,$840 ,Arkansas,M,Red,Spring,3.5,3,Yes,Credit Card,Free Shipping,Yes,Yes,Below 40 Purchases,PayPal,Fortnightly
733,34,25 - 34,Male,Shirt,Clothing,$57 ,28,"$1,596 ",New Hampshire,L,Blue,Spring,2.8,2,Yes,Cash,Express,Yes,Yes,Below 30 Purchases,Cash,Bi-Weekly
734,45,45 - 54,Male,Dress,Clothing,$36 ,20,$720 ,Rhode Island,L,Cyan,Fall,2.7,2,Yes,Cash,2-Day Shipping,Yes,Yes,Below 30 Purchases,Debit Card,Bi-Weekly
735,65,55+,Male,Shirt,Clothing,$69 ,39,"$2,691 ",New Jersey,S,Violet,Winter,3.1,3,Yes,Venmo,Express,Yes,Yes,Below 40 Purchases,Bank Transfer,Quarterly
736,61,55+,Male,Sunglasses,Accessories,$48 ,48,"$2,304 ",Montana,M,Orange,Fall,3.6,3,Yes,Venmo,2-Day Shipping,Yes,Yes,Below 50 Purchases,Cash,Bi-Weekly
737,18,18 - 24,Male,Dress,Clothing,$58 ,32,"$1,856 ",Colorado,L,Maroon,Spring,2.9,2,Yes,Debit Card,2-Day Shipping,Yes,Yes,Below 40 Purchases,Credit Card,Quarterly
738,47,45 - 54,Male,Sunglasses,Accessories,$24 ,28,$672 ,Nebraska,M,Teal,Spring,3.6,3,Yes,PayPal,Store Pickup,Yes,Yes,Below 30 Purchases,PayPal,Annually
739,56,55+,Male,Sunglasses,Accessories,$31 ,27,$837 ,Minnesota,L,Orange,Winter,3.5,3,Yes,Credit Card,2-Day Shipping,Yes,Yes,Below 30 Purchases,Venmo,Quarterly
740,64,55+,Male,Shorts,Clothing,$29 ,26,$754 ,Minnesota,S,Purple,Summer,3.5,3,Yes,Cash,Free Shipping,Yes,Yes,Below 30 Purchases,Venmo,Bi-Weekly
741,26,25 - 34,Male,Jeans,Clothing,$69 ,22,"$1,518 ",South Dakota,M,Orange,Summer,2.8,2,Yes,Bank Transfer,Next Day Air,Yes,Yes,Below 30 Purchases,Credit Card,Fortnightly
742,22,18 - 24,Male,T-shirt,Clothing,$79 ,23,"$1,817 ",West Virginia,XL,Yellow,Summer,4.7,4,Yes,Debit Card,Free Shipping,Yes,Yes,Below 30 Purchases,Bank Transfer,Quarterly
743,64,55+,Male,Pants,Clothing,$39 ,21,$819 ,Nevada,M,Charcoal,Summer,3.1,3,Yes,Debit Card,Express,Yes,Yes,Below 30 Purchases,Debit Card,Quarterly
744,21,18 - 24,Male,Sunglasses,Accessories,$84 ,36,"$3,024 ",North Carolina,L,Gray,Fall,4.9,4,Yes,PayPal,Free Shipping,Yes,Yes,Below 40 Purchases,Cash,Weekly
745,67,55+,Male,Boots,Footwear,$66 ,42,"$2,772 ",Illinois,S,Charcoal,Spring,4.1,4,Yes,Debit Card,Next Day Air,Yes,Yes,Below 50 Purchases,Debit Card,Bi-Weekly
746,46,45 - 54,Male,T-shirt,Clothing,$92 ,4,$368 ,Michigan,L,Orange,Fall,4.7,4,Yes,Credit Card,Standard,Yes,Yes,Below 10 Puchases,Venmo,Monthly
747,40,35 - 44,Male,Sandals,Footwear,$45 ,47,"$2,115 ",Michigan,M,Red,Winter,2.5,2,Yes,Debit Card,Free Shipping,Yes,Yes,Below 50 Purchases,Credit Card,Annually
748,51,45 - 54,Male,Shorts,Clothing,$74 ,13,$962 ,Oklahoma,L,Gold,Spring,4.4,4,Yes,Venmo,Next Day Air,Yes,Yes,Below 20 Purchases,Bank Transfer,Weekly
749,35,35 - 44,Male,Hat,Accessories,$39 ,8,$312 ,South Dakota,L,Brown,Fall,3.9,3,Yes,Bank Transfer,Free Shipping,Yes,Yes,Below 10 Puchases,Bank Transfer,Quarterly
750,56,55+,Male,Scarf,Accessories,$71 ,11,$781 ,Oklahoma,M,Olive,Winter,3.7,3,Yes,Bank Transfer,Standard,Yes,Yes,Below 20 Purchases,Debit Card,Quarterly
751,25,25 - 34,Male,T-shirt,Clothing,$95 ,5,$475 ,Maryland,L,Violet,Fall,3.4,3,Yes,Bank Transfer,Free Shipping,Yes,Yes,Below 10 Puchases,Venmo,Annually
752,65,55+,Male,Gloves,Accessories,$72 ,1,$72 ,Ohio,L,Indigo,Fall,4.8,4,Yes,Credit Card,Free Shipping,Yes,Yes,Below 10 Puchases,Credit Card,Monthly
753,39,35 - 44,Male,Scarf,Accessories,$85 ,17,"$1,445 ",Ohio,L,Yellow,Fall,4.2,4,Yes,Cash,2-Day Shipping,Yes,Yes,Below 20 Purchases,PayPal,Quarterly
754,47,45 - 54,Male,Boots,Footwear,$54 ,27,"$1,458 ",Massachusetts,M,Teal,Fall,3.4,3,Yes,Credit Card,Store Pickup,Yes,Yes,Below 30 Purchases,Venmo,Quarterly
755,36,35 - 44,Male,Gloves,Accessories,$41 ,3,$123 ,North Carolina,L,Pink,Spring,2.9,2,Yes,Cash,Store Pickup,Yes,Yes,Below 10 Puchases,Debit Card,Quarterly
756,66,55+,Male,Coat,Outerwear,$24 ,22,$528 ,Florida,M,Violet,Spring,3.3,3,Yes,Venmo,Free Shipping,Yes,Yes,Below 30 Purchases,PayPal,Weekly
757,62,55+,Male,Belt,Accessories,$99 ,24,"$2,376 ",Montana,S,Orange,Summer,4.8,4,Yes,Cash,Standard,Yes,Yes,Below 30 Purchases,Cash,Fortnightly
758,41,35 - 44,Male,Hoodie,Clothing,$32 ,18,$576 ,Minnesota,M,Red,Fall,3.8,3,Yes,Debit Card,Store Pickup,Yes,Yes,Below 20 Purchases,Debit Card,Quarterly
759,66,55+,Male,Shoes,Footwear,$71 ,39,"$2,769 ",Massachusetts,L,Peach,Summer,4.6,4,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,Below 40 Purchases,Bank Transfer,Quarterly
760,51,45 - 54,Male,Dress,Clothing,$49 ,25,"$1,225 ",Rhode Island,XL,Green,Winter,2.6,2,Yes,Bank Transfer,Next Day Air,Yes,Yes,Below 30 Purchases,Credit Card,Fortnightly
